date,entity,classification,softmax_scores
2020-09-29 20:55:18+00:00,Department of Health,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,Brexiter Tory,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,No 10,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,Gateshead,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,PA Media,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,Public Health Wales,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,FE,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,NHS England,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,Office for Students,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,DUP,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,Department for Education in England,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,DfE,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,Treasury,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,5 News,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,Telegraph,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,National Skills Fund,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,Women in Tech,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,Exeter College,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,MAC,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,Moira Pizzeria,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,BBC News,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,Today,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,Office for National Statistics,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,World Health Organisation,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,Twitter,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,England and Wales,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,MI6,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,RUSI,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 20:55:18+00:00,AndrewSparrow,NEUTRAL,"{'positive': 0.0023702422622591257, 'negative': 0.020035812631249428, 'neutral': 0.9775940179824829}"
2020-09-29 18:58:37+00:00,NHS,NEUTRAL,"{'positive': 0.007565686944872141, 'negative': 0.07309375703334808, 'neutral': 0.9193406105041504}"
2020-09-29 18:58:37+00:00,Sainsbury,NEUTRAL,"{'positive': 0.007565686944872141, 'negative': 0.07309375703334808, 'neutral': 0.9193406105041504}"
2020-09-29 18:58:37+00:00,Ofwat,NEGATIVE,"{'positive': 0.0018707155250012875, 'negative': 0.9366781115531921, 'neutral': 0.06145108863711357}"
2020-09-29 18:58:37+00:00,Competition and Markets Authority,NEUTRAL,"{'positive': 0.00503922812640667, 'negative': 0.00980113260447979, 'neutral': 0.985159695148468}"
2020-09-29 18:58:37+00:00,Anglian Water,NEUTRAL,"{'positive': 0.007603793404996395, 'negative': 0.045524537563323975, 'neutral': 0.9468716979026794}"
2020-09-29 18:58:37+00:00,Bristol Water,NEUTRAL,"{'positive': 0.007702153641730547, 'negative': 0.04260729253292084, 'neutral': 0.9496905207633972}"
2020-09-29 18:58:37+00:00,Northumbrian Water,NEUTRAL,"{'positive': 0.009638519026339054, 'negative': 0.04634026810526848, 'neutral': 0.9440211653709412}"
2020-09-29 18:58:37+00:00,Yorkshire Water,NEUTRAL,"{'positive': 0.012435805052518845, 'negative': 0.027192359790205956, 'neutral': 0.9603718519210815}"
2020-09-29 18:58:37+00:00,CMA,NEUTRAL,"{'positive': 0.008633979596197605, 'negative': 0.002010440221056342, 'neutral': 0.9893555045127869}"
2020-09-29 18:58:37+00:00,Yorkshire,NEUTRAL,"{'positive': 0.007081633899360895, 'negative': 0.02831975556910038, 'neutral': 0.9645986557006836}"
2020-09-29 18:58:37+00:00,WACC,NEUTRAL,"{'positive': 0.00534043600782752, 'negative': 0.042847998440265656, 'neutral': 0.9518114924430847}"
2020-09-29 18:58:37+00:00,VAR,NEUTRAL,"{'positive': 0.004122987389564514, 'negative': 0.017353130504488945, 'neutral': 0.978523850440979}"
2020-09-29 18:58:37+00:00,AA,NEUTRAL,"{'positive': 0.007565686944872141, 'negative': 0.07309375703334808, 'neutral': 0.9193406105041504}"
2020-09-29 18:58:37+00:00,TowerBrook Capital Partners,NEUTRAL,"{'positive': 0.007565686944872141, 'negative': 0.07309375703334808, 'neutral': 0.9193406105041504}"
2020-09-29 18:58:37+00:00,Warburg Pincus,NEUTRAL,"{'positive': 0.007565686944872141, 'negative': 0.07309375703334808, 'neutral': 0.9193406105041504}"
2020-09-29 18:58:37+00:00,TalkTalk,NEUTRAL,"{'positive': 0.007565686944872141, 'negative': 0.07309375703334808, 'neutral': 0.9193406105041504}"
2020-09-29 18:57:59+00:00,EU,NEUTRAL,"{'positive': 0.0026853689923882484, 'negative': 0.031882140785455704, 'neutral': 0.9654324650764465}"
2020-09-29 18:57:59+00:00,Labour,NEUTRAL,"{'positive': 0.0024270128924399614, 'negative': 0.039696186780929565, 'neutral': 0.9578768014907837}"
2020-09-29 18:57:59+00:00,Brexit,NEUTRAL,"{'positive': 0.004115635063499212, 'negative': 0.0911114290356636, 'neutral': 0.9047729969024658}"
2020-09-29 18:57:59+00:00,Treasury,NEUTRAL,"{'positive': 0.0015503837494179606, 'negative': 0.01710204966366291, 'neutral': 0.9813475608825684}"
2020-09-29 18:57:59+00:00,Cabinet Office,NEUTRAL,"{'positive': 0.0030618703458458185, 'negative': 0.0007328556966967881, 'neutral': 0.9962052702903748}"
2020-09-29 18:57:59+00:00,European Union,NEUTRAL,"{'positive': 0.0018404967850074172, 'negative': 0.026317792013287544, 'neutral': 0.9718416929244995}"
2020-09-29 18:57:59+00:00,National Audit Office,NEUTRAL,"{'positive': 0.0024270128924399614, 'negative': 0.039696186780929565, 'neutral': 0.9578768014907837}"
2020-09-29 18:57:59+00:00,NAO,NEUTRAL,"{'positive': 0.0024270128924399614, 'negative': 0.039696186780929565, 'neutral': 0.9578768014907837}"
2020-09-29 18:57:59+00:00,Deloitte,NEUTRAL,"{'positive': 0.0024270128924399614, 'negative': 0.039696186780929565, 'neutral': 0.9578768014907837}"
2020-09-29 18:57:59+00:00,PA Consulting,NEUTRAL,"{'positive': 0.0024270128924399614, 'negative': 0.039696186780929565, 'neutral': 0.9578768014907837}"
2020-09-29 18:57:59+00:00,PricewaterhouseCoopers,NEUTRAL,"{'positive': 0.0024270128924399614, 'negative': 0.039696186780929565, 'neutral': 0.9578768014907837}"
2020-09-29 18:57:59+00:00,EY,NEUTRAL,"{'positive': 0.0024270128924399614, 'negative': 0.039696186780929565, 'neutral': 0.9578768014907837}"
2020-09-29 18:57:59+00:00,Bain &amp; Company,NEUTRAL,"{'positive': 0.0024270128924399614, 'negative': 0.039696186780929565, 'neutral': 0.9578768014907837}"
2020-09-29 18:57:59+00:00,Boston Consulting Group,NEUTRAL,"{'positive': 0.0024270128924399614, 'negative': 0.039696186780929565, 'neutral': 0.9578768014907837}"
2020-09-29 18:57:59+00:00,Tussell,NEUTRAL,"{'positive': 0.0024270128924399614, 'negative': 0.039696186780929565, 'neutral': 0.9578768014907837}"
2020-09-29 18:57:59+00:00,Department for International Trade and the Home Office,NEUTRAL,"{'positive': 0.0024270128924399614, 'negative': 0.039696186780929565, 'neutral': 0.9578768014907837}"
2020-09-29 18:57:59+00:00,FDA,NEUTRAL,"{'positive': 0.0024270128924399614, 'negative': 0.039696186780929565, 'neutral': 0.9578768014907837}"
2020-09-29 18:57:59+00:00,Gove,NEUTRAL,"{'positive': 0.001572322566062212, 'negative': 0.0074365702457726, 'neutral': 0.9909911155700684}"
2020-09-29 18:57:59+00:00,Management Consultancies Association,NEUTRAL,"{'positive': 0.0024270128924399614, 'negative': 0.039696186780929565, 'neutral': 0.9578768014907837}"
2020-09-29 18:52:30+00:00,B&amp;M,POSITIVE,"{'positive': 0.9841753840446472, 'negative': 0.008502062410116196, 'neutral': 0.007322640623897314}"
2020-09-29 18:52:30+00:00,Home Bargains,POSITIVE,"{'positive': 0.5174786448478699, 'negative': 0.03454086184501648, 'neutral': 0.4479805529117584}"
2020-09-29 18:52:30+00:00,Wilko,POSITIVE,"{'positive': 0.6727638244628906, 'negative': 0.015191983431577682, 'neutral': 0.3120442032814026}"
2020-09-29 18:52:30+00:00,Poundstretcher,POSITIVE,"{'positive': 0.7953077554702759, 'negative': 0.018429048359394073, 'neutral': 0.18626315891742706}"
2020-09-29 18:52:30+00:00,Billington &amp; Mayman,NEUTRAL,"{'positive': 0.20801514387130737, 'negative': 0.017373478040099144, 'neutral': 0.7746114134788513}"
2020-09-29 18:52:30+00:00,Bargain Madness,NEUTRAL,"{'positive': 0.05602402612566948, 'negative': 0.01286984235048294, 'neutral': 0.9311061501502991}"
2020-09-29 18:52:30+00:00,Arora,NEUTRAL,"{'positive': 0.0554363913834095, 'negative': 0.011338629759848118, 'neutral': 0.9332249760627747}"
2020-09-29 18:52:30+00:00,Woolworths,NEUTRAL,"{'positive': 0.10372903198003769, 'negative': 0.017788778990507126, 'neutral': 0.8784821629524231}"
2020-09-29 18:52:30+00:00,Marks &amp; Spencer,NEUTRAL,"{'positive': 0.3696849048137665, 'negative': 0.017038831487298012, 'neutral': 0.6132763028144836}"
2020-09-29 18:52:30+00:00,GlobalData,NEUTRAL,"{'positive': 0.3696849048137665, 'negative': 0.017038831487298012, 'neutral': 0.6132763028144836}"
2020-09-29 18:36:36+00:00,Brexit,NEUTRAL,"{'positive': 0.0015578806633129716, 'negative': 0.0415499247610569, 'neutral': 0.956892192363739}"
2020-09-29 18:36:36+00:00,Sainsbury,NEUTRAL,"{'positive': 0.009981827810406685, 'negative': 0.003403408220037818, 'neutral': 0.9866147637367249}"
2020-09-29 18:36:36+00:00,Ocado,POSITIVE,"{'positive': 0.8829611539840698, 'negative': 0.05659760907292366, 'neutral': 0.06044120714068413}"
2020-09-29 18:36:36+00:00,Tesco,NEUTRAL,"{'positive': 0.03368864208459854, 'negative': 0.25159457325935364, 'neutral': 0.7147167921066284}"
2020-09-29 18:36:36+00:00,Morrisons,NEUTRAL,"{'positive': 0.0408918634057045, 'negative': 0.004844130016863346, 'neutral': 0.9542639255523682}"
2020-09-29 18:36:36+00:00,Lewis,NEUTRAL,"{'positive': 0.002109302207827568, 'negative': 0.008913346566259861, 'neutral': 0.9889773726463318}"
2020-09-29 18:36:36+00:00,Ocado Solutions,NEUTRAL,"{'positive': 0.03754859045147896, 'negative': 0.0038079542573541403, 'neutral': 0.9586434960365295}"
2020-09-29 17:19:52+00:00,EU,NEUTRAL,"{'positive': 0.0004122705722693354, 'negative': 0.0021020376589149237, 'neutral': 0.9974856376647949}"
2020-09-29 17:19:52+00:00,Brexit,NEUTRAL,"{'positive': 0.0006797559908591211, 'negative': 0.004547176882624626, 'neutral': 0.9947730898857117}"
2020-09-29 17:16:19+00:00,Labour,NEUTRAL,"{'positive': 0.002944736275821924, 'negative': 0.0021236534230411053, 'neutral': 0.9949316382408142}"
2020-09-29 17:16:19+00:00,Communication Workers Union,NEUTRAL,"{'positive': 0.0015827445313334465, 'negative': 0.0030621765181422234, 'neutral': 0.9953551292419434}"
2020-09-29 17:02:02+00:00,Airbnb,NEUTRAL,"{'positive': 0.08109711855649948, 'negative': 0.0031256764195859432, 'neutral': 0.9157772064208984}"
2020-09-29 17:02:02+00:00,HM Revenue and Customs,NEUTRAL,"{'positive': 0.005128229036927223, 'negative': 0.0014417238999158144, 'neutral': 0.9934300780296326}"
2020-09-29 17:02:02+00:00,HMRC,NEUTRAL,"{'positive': 0.006527874153107405, 'negative': 0.0006754668429493904, 'neutral': 0.9927967190742493}"
2020-09-29 17:02:02+00:00,Reuters,NEUTRAL,"{'positive': 0.00722368061542511, 'negative': 0.0020422483794391155, 'neutral': 0.9907341003417969}"
2020-09-29 17:02:02+00:00,Airbnb UK,NEUTRAL,"{'positive': 0.03324153646826744, 'negative': 0.004247230011969805, 'neutral': 0.9625112414360046}"
2020-09-29 17:02:02+00:00,Airbnb International UC,NEUTRAL,"{'positive': 0.006032673642039299, 'negative': 0.002203235635533929, 'neutral': 0.9917640089988708}"
2020-09-29 17:02:02+00:00,Airbnb Payments UK,NEUTRAL,"{'positive': 0.0050169420428574085, 'negative': 0.0020205583423376083, 'neutral': 0.9929625391960144}"
2020-09-29 17:02:02+00:00,Companies House,NEUTRAL,"{'positive': 0.010640530847012997, 'negative': 0.0024507108610123396, 'neutral': 0.9869087338447571}"
2020-09-29 17:02:02+00:00,Companies Registration Office,NEUTRAL,"{'positive': 0.010640530847012997, 'negative': 0.0024507108610123396, 'neutral': 0.9869087338447571}"
2020-09-29 15:16:29+00:00,Tory,NEUTRAL,"{'positive': 0.00044110158341936767, 'negative': 0.004043533466756344, 'neutral': 0.9955154061317444}"
2020-09-29 15:16:29+00:00,Conservative,NEUTRAL,"{'positive': 0.0006825917516835034, 'negative': 0.006525699980556965, 'neutral': 0.9927916526794434}"
2020-09-29 15:16:29+00:00,Labour,NEUTRAL,"{'positive': 0.0003929510130546987, 'negative': 0.004157158080488443, 'neutral': 0.9954498410224915}"
2020-09-29 15:16:29+00:00,Guardian,NEUTRAL,"{'positive': 0.000822374364361167, 'negative': 0.0021082740277051926, 'neutral': 0.9970694184303284}"
2020-09-29 15:16:29+00:00,MPs’,NEUTRAL,"{'positive': 0.0006066755740903318, 'negative': 0.007099553942680359, 'neutral': 0.9922937154769897}"
2020-09-29 15:16:29+00:00,Tory-Labour,NEUTRAL,"{'positive': 0.0010466870153322816, 'negative': 0.0014639415312558413, 'neutral': 0.997489333152771}"
2020-09-29 15:16:29+00:00,Politico London Playbook,NEUTRAL,"{'positive': 0.0007071386207826436, 'negative': 0.003423168323934078, 'neutral': 0.9958696961402893}"
2020-09-29 15:16:29+00:00,OGM,NEUTRAL,"{'positive': 0.0007858116878196597, 'negative': 0.0011932114139199257, 'neutral': 0.9980210065841675}"
2020-09-29 15:16:29+00:00,UKPFC,NEUTRAL,"{'positive': 0.0008312350837513804, 'negative': 0.005155021324753761, 'neutral': 0.9940137267112732}"
2020-09-29 15:16:29+00:00,APPG,NEUTRAL,"{'positive': 0.0008312350837513804, 'negative': 0.005155021324753761, 'neutral': 0.9940137267112732}"
2020-09-29 15:16:29+00:00,AGM,NEUTRAL,"{'positive': 0.0008312350837513804, 'negative': 0.005155021324753761, 'neutral': 0.9940137267112732}"
2020-09-29 15:16:29+00:00,FA,NEUTRAL,"{'positive': 0.0008312350837513804, 'negative': 0.005155021324753761, 'neutral': 0.9940137267112732}"
2020-09-29 15:16:29+00:00,EPL,NEUTRAL,"{'positive': 0.0008312350837513804, 'negative': 0.005155021324753761, 'neutral': 0.9940137267112732}"
2020-09-29 15:15:26+00:00,EU,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Guardian,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Covid-19,NEUTRAL,"{'positive': 0.0246941726654768, 'negative': 0.007078669965267181, 'neutral': 0.968227207660675}"
2020-09-29 15:15:26+00:00,Greggs,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Reuters,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Bank of England,NEUTRAL,"{'positive': 0.03866215795278549, 'negative': 0.0043265032581985, 'neutral': 0.9570112824440002}"
2020-09-29 15:15:26+00:00,Queen’s University Belfast,NEUTRAL,"{'positive': 0.07122963666915894, 'negative': 0.006402516271919012, 'neutral': 0.9223678112030029}"
2020-09-29 15:15:26+00:00,BoE,NEUTRAL,"{'positive': 0.04321848973631859, 'negative': 0.003913304768502712, 'neutral': 0.9528682231903076}"
2020-09-29 15:15:26+00:00,Bank,NEUTRAL,"{'positive': 0.011980955488979816, 'negative': 0.0300542414188385, 'neutral': 0.9579647779464722}"
2020-09-29 15:15:26+00:00,Conference Board,POSITIVE,"{'positive': 0.7717024683952332, 'negative': 0.014949686825275421, 'neutral': 0.21334786713123322}"
2020-09-29 15:15:26+00:00,US National Economic Council,NEUTRAL,"{'positive': 0.09426431357860565, 'negative': 0.005555246490985155, 'neutral': 0.900180459022522}"
2020-09-29 15:15:26+00:00,CNBC,NEUTRAL,"{'positive': 0.1856779158115387, 'negative': 0.006308098789304495, 'neutral': 0.8080139756202698}"
2020-09-29 15:15:26+00:00,OANDA,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,New York Times,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Trump,NEUTRAL,"{'positive': 0.09193024784326553, 'negative': 0.006585587747395039, 'neutral': 0.9014841914176941}"
2020-09-29 15:15:26+00:00,ING,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,European Central Bank,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Federal Statistics Office,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Card Factory,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Hotel Chocolat,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,CAC,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Greggs’,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,AJ Bell,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,Central Statistics Office,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
2020-09-29 15:15:26+00:00,European Commission,NEUTRAL,"{'positive': 0.15171833336353302, 'negative': 0.011374578811228275, 'neutral': 0.836907148361206}"
